b156,t7,p21,Cancelled,2025-06-10,fpx
b157,t25,p29,Cancelled,2025-06-30,credit_card
b158,t1,p8,Cancelled,2025-06-18,fpx
b159,t25,p65,Pending,2025-06-14,credit_card
b160,t25,p54,Rejected,2025-06-12,credit_card
b161,t9,p28,Rejected,2025-06-20,fpx
b162,t10,p77,Rejected,2025-06-09,credit_card
b163,t40,p8,Approved,2025-07-03,credit_card
b164,t41,p80,Approved,2025-07-05,credit_card
b165,t18,p89,Approved,2025-06-14,credit_card
b166,t41,p73,Cancelled,2025-06-18,fpx
b167,t14,p89,Rejected,2025-06-22,credit_card
b168,t45,p37,Pending,2025-06-23,credit_card
b169,t10,p75,Pending,2025-06-17,fpx
b170,t11,p6,Pending,2025-07-02,fpx
b171,t32,p10,Rejected,2025-07-02,credit_card
b172,t30,p84,Pending,2025-06-29,credit_card
b173,t28,p37,Rejected,2025-06-18,credit_card
b174,t9,p85,Approved,2025-06-16,credit_card
b175,t4,p75,Pending,2025-06-06,credit_card
b176,t15,p6,Pending,2025-06-23,fpx
b177,t34,p47,Approved,2025-06-07,credit_card
b178,t39,p76,Cancelled,2025-06-16,credit_card
b179,t20,p2,Cancelled,2025-06-09,fpx
b180,t40,p88,Cancelled,2025-07-04,fpx
b181,t21,p27,Pending,2025-06-24,credit_card
b182,t12,p44,Pending,2025-06-23,credit_card
b183,t44,p23,Approved,2025-06-07,fpx
b184,t41,p72,Rejected,2025-07-02,credit_card
b185,t34,p61,Rejected,2025-06-22,credit_card
b186,t45,p9,Approved,2025-07-02,credit_card
b187,t20,p5,Cancelled,2025-06-16,credit_card
b188,t45,p78,Rejected,2025-06-15,credit_card
b189,t1,p38,Rejected,2025-06-06,credit_card
b190,t24,p49,Rejected,2025-07-03,credit_card
b191,t50,p44,Approved,2025-06-13,fpx
b192,t22,p60,Pending,2025-06-27,fpx
b193,t22,p65,Pending,2025-06-24,credit_card
b194,t41,p48,Cancelled,2025-06-20,fpx
b195,t33,p74,Approved,2025-06-21,credit_card
b196,t43,p55,Pending,2025-06-29,credit_card
b197,t28,p87,Pending,2025-06-18,fpx
b198,t19,p89,Approved,2025-07-03,fpx
b199,t29,p78,Pending,2025-06-28,credit_card
b200,t5,p84,Pending,2025-07-01,credit_card
